experiment_id,experiment_name,test_name,timestamp,relative_time_seconds,metric,series,value
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517336.859000,-0.000017,all_requests,all,0
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517337.859000,0.999983,all_requests,all,0
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517338.859000,1.999983,all_requests,all,7
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517339.859000,2.999983,all_requests,all,17
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517340.859000,3.999983,all_requests,all,35
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517341.859000,4.999983,all_requests,all,57
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517342.859000,5.999983,all_requests,all,84
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517343.859000,6.999983,all_requests,all,118
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517344.859000,7.999983,all_requests,all,152
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517345.859000,8.999983,all_requests,all,196
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517346.859000,9.999983,all_requests,all,238
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517347.859000,10.999983,all_requests,all,291
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517348.859000,11.999983,all_requests,all,346
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517349.859000,12.999983,all_requests,all,408
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517350.859000,13.999983,all_requests,all,476
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517351.859000,14.999983,all_requests,all,545
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517352.859000,15.999983,all_requests,all,624
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517353.859000,16.999983,all_requests,all,699
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517354.859000,17.999983,all_requests,all,768
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517355.859000,18.999983,all_requests,all,839
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517356.859000,19.999983,all_requests,all,913
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517357.859000,20.999983,all_requests,all,987
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517358.859000,21.999983,all_requests,all,1066
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517359.859000,22.999983,all_requests,all,1147
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517360.859000,23.999983,all_requests,all,1210
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517361.859000,24.999983,all_requests,all,1286
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517362.859000,25.999983,all_requests,all,1378
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517363.859000,26.999983,all_requests,all,1450
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517364.859000,27.999983,all_requests,all,1530
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517365.859000,28.999983,all_requests,all,1605
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517366.859000,29.999983,all_requests,all,1690
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517367.859000,30.999983,all_requests,all,1765
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517368.859000,31.999983,all_requests,all,1851
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517369.859000,32.999983,all_requests,all,1923
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517370.859000,33.999983,all_requests,all,2000
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517371.859000,34.999983,all_requests,all,2073
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517372.859000,35.999983,all_requests,all,2155
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517373.859000,36.999983,all_requests,all,2239
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517374.859000,37.999983,all_requests,all,2319
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517375.859000,38.999983,all_requests,all,2398
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517376.859000,39.999983,all_requests,all,2467
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517377.859000,40.999983,all_requests,all,2537
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517378.859000,41.999983,all_requests,all,2617
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517379.859000,42.999983,all_requests,all,2696
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517380.859000,43.999983,all_requests,all,2787
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517381.859000,44.999983,all_requests,all,2857
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517382.859000,45.999983,all_requests,all,2935
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517383.859000,46.999983,all_requests,all,3006
2026-09-04_10-22-16-859017_earlyRefresh,earlyRefresh,moderate-skew-zipf,1788517384.859000,47.999983,all_requests,all,3088
