experiment_id,experiment_name,test_name,timestamp,relative_time_seconds,metric,series,value
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102004.993000,0.000105,all_requests,all,0
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102005.993000,1.000105,all_requests,all,0
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102006.993000,2.000105,all_requests,all,7
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102007.993000,3.000105,all_requests,all,19
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102008.993000,4.000105,all_requests,all,37
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102009.993000,5.000105,all_requests,all,59
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102010.993000,6.000105,all_requests,all,85
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102011.993000,7.000105,all_requests,all,117
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102012.993000,8.000105,all_requests,all,154
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102013.993000,9.000105,all_requests,all,195
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102014.993000,10.000105,all_requests,all,241
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102015.993000,11.000105,all_requests,all,292
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102016.993000,12.000105,all_requests,all,347
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102017.993000,13.000105,all_requests,all,407
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102018.993000,14.000105,all_requests,all,473
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102019.993000,15.000105,all_requests,all,542
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102020.993000,16.000105,all_requests,all,617
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102021.993000,17.000105,all_requests,all,695
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102022.993000,18.000105,all_requests,all,771
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102023.993000,19.000105,all_requests,all,849
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102024.993000,20.000105,all_requests,all,925
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102025.993000,21.000105,all_requests,all,1003
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102026.993000,22.000105,all_requests,all,1079
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102027.993000,23.000105,all_requests,all,1157
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102028.993000,24.000105,all_requests,all,1233
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102029.993000,25.000105,all_requests,all,1311
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102030.993000,26.000105,all_requests,all,1387
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102031.993000,27.000105,all_requests,all,1465
2026-08-30_15-00-04-992895_adaptiveTTL,adaptiveTTL,backend-unavailability,1788102032.993000,28.000105,all_requests,all,1541
